Product,Gender,Accords,Description,AdditionalInfo,TopNotes,MiddleNotes,BaseNotes,love,like,ok,dislike,hate,winter,spring,summer,fall,day,night,,
Cappadocia Memo Paris,women and men,"warm spicy (100%), amber (92.4986%), powdery (58.5284%), woody (56.2744%), vanilla (54.9917%), balsamic (51.7347%), metallic (51.3769%), leather (47.1017%)",Cappadocia by Memo Paris is a fragrance for women and men. This is a new fragrance. Cappadocia was launched in 2023. The nose behind this fragrance is Ga√´l Montero.,"Here, in Cappadocia, at the heart of T√ºrkiye, the earth retains the memory of an unblemished emotion, a shiver of saffron, sandalwood and myrrh surfaces on the skin. Impressive, ancestral formations rise up like exclamations to the sky. They are known as ?òfairy chimneys?? natural pillars of soft, friable rock shaped by volcanic eruption, the passage of time and the weathering of the elements. They watch over the mountains, craters, plateaus and gorges, over the underground and cave-dwelling cities.
The palette of Cappadocia is organic, carnal: white jasmine, ochre benzoin, Turkish rose, gold vanilla and tawny sandalwood. Come nightfall, a purple iris arrives and then the chimney tops secretly open, releasing the caressing perfume of flowers, resins and woods: a message to the stars. A multi-coloured hot-air balloon appears on the horizon; the passengers in its basket sail above the landscape?ôs varied facets, swept away by its airy, scent-filled beauty. The fragrance Cappadocia makes this a dream come true.","Saffron, Benzoin, Frankincense, Myrrh, Sandalwood, Vanilla, Orris Root, Musk, Mahonial, Rose, Jasmine",,,100,77.5,55,15,7.5,100,46.5116,18.6047,100,60.4651,81.3953,,
Oudyssee Montale,women and men,"citrus (100%), aromatic (87.6882%), marine (72.5886%), fresh spicy (59.7344%), oud (58.6503%), salty (47.0354%), lavender (47.0354%)","Oudyssee by Montale is a fragrance for women and men. This is a new fragrance. Oudyssee was launched in 2023. Top notes are Sea Notes, Lemon, Bergamot and Lavender; middle notes are Ginger and Amber; base notes are Oud, Musk and Mate.","Embark on a mythical journey where black and pink peppers will fill your sails. On the calm waves, the sea breeze will push you towards the Sicilian open sea where Bergamot, Lemon, and Lavender, further east, await you. The depth of warm Amber will captivate you but Ginger will bring you back to the surface. Furry Musk and Brazilian Mat√© will finally drive you into the embrace of the eternal Aoud.","Sea Notes, Lemon, Bergamot, Lavender","Ginger, Amber","Oud, Musk, Mate",95,100,35,17.5,2.5,22.5806,85.4839,100,54.8387,79.0323,48.3871,,
Per Se 27 87,women and men,"aldehydic (100%), fresh (72%), floral (67.5199%), musky (65.2801%), iris (63.6%), powdery (59.96%), ozonic (59.2601%), woody (56.3199%), aquatic (51.56%), soapy (51.0002%)","Per Se by 27 87 is a Floral Woody Musk fragrance for women and men. This is a new fragrance. Per Se was launched in 2023. The nose behind this fragrance is Shyamala Maisondieu. Top notes are Aldehydes, Violet Leaves and Black and Pink Pepper; middle notes are Orris, Bamboo and Floral Notes; base notes are Angelica Root, Ambrette and Musk.","Crafting a symphony of achromatic elegance, Per sƒì is composed of a floral bouquet, orris butter, and violet leaves. Juxtaposed with clean aldehydes, bamboo, and a pinch of spicy pepper, a subtle underscore of ambrette seeds, angelica roots, and gentle musk complete the incompletable experience of the sensory ?únow.??,Aldehydes", Violet Leaves," Black and Pink Pepper""","Orris, Bamboo, Floral Notes","Angelica Root, Ambrette, Musk",84.6154,100,53.8462,26.9231,3.84615,32,100,72,36,96,28,
Essencial Ato Natura,women and men,"fruity (100%), aromatic (76.2072%), fresh (74.4917%), white floral (73.3104%), citrus (71.2013%), sweet (64.7326%), rose (62.9331%), earthy (62.0328%), green (57.2239%), soft spicy (55.9864%)","Essencial Ato by Natura is a Floral Fruity fragrance for women and men. This is a new fragrance. Essencial Ato was launched in 2023. Essencial Ato was created by Ver√¥nica Kato and Sonia Constant. Top notes are Priprioca, Raspberry, Mandarin Orange, Watery Notes, Apple, Lemon, Pink Pepper and Cassis; middle notes are Redwood Flower, Rose, Lily-of-the-Valley, Solar Notes, Jasmine Sambac, Osmanthus and Orange Blossom; base notes are Musk, Patchouli, Vanilla and Amber.",Not Found,"Priprioca, Raspberry, Mandarin Orange, Watery Notes, Apple, Lemon, Pink Pepper, Cassis","Redwood Flower, Rose, Lily-of-the-Valley, Solar Notes, Jasmine Sambac, Osmanthus, Orange Blossom","Musk, Patchouli, Vanilla, Amber",100,57.7778,22.2222,17.7778,4.44444,64.0449,92.1348,61.7978,89.8876,100,70.7865,,
Kajal IV Kajal,women and men,"sweet (100%), aromatic (94.1821%), leather (90.9497%), green (85.9628%), woody (78.3904%), fruity (76.6359%), warm spicy (73.9573%), animalic (67.0317%), vanilla (66.9393%), rum (58.0738%)","Kajal IV by Kajal is a fragrance for women and men. This is a new fragrance. Kajal IV was launched in 2023. The nose behind this fragrance is Kevin Mathys. Top notes are Cardamom, Rum, Cassis and Davana; middle notes are Leather, Jasmine and Palm Tree; base notes are Dates, Vanilla, Woody Notes and Musk.","Kajal IV is a celebration of nomadic exoticism, echoing the wilderness of the African Savannah. An inviting opening reveals the mysterious warmth of Davana Gaze, infused with a vibrant blend of Cassis, Rum, and cardamom. At the heart, the exotic sweetness of Jasmine and Palm flowers merge deliciously with a tranquil Leather richness. The base notes lead to a wild, natural paradise where lush palm trees bear delectable Kholas Dates, adding a fruity freshness to a seductively charismatic combination of Musk, Woods, and Vanilla.
TOP NOTES
Davana, cardamom, cassis, rum
HEART NOTES
Jasmine, leather, palm flower
BASE NOTES
Kholas dates, musk, wood notes, vanilla","Cardamom, Rum, Cassis, Davana","Leather, Jasmine, Palm Tree","Dates, Vanilla, Woody Notes, Musk",100,55.5556,16.6667,9.25926,5.55556,100,36.3636,14.5455,92.7273,45.4545,85.4545,,
Moonlight Pana Dora,women and men,"sweet (100%), fruity (90.6031%), woody (59.985%), warm spicy (55.3392%), chocolate (54.4947%), amber (50.0602%), powdery (48.7934%), vanilla (47.9485%), tobacco (47.9485%)","Moonlight by Pana Dora is a Amber Vanilla fragrance for women and men. This is a new fragrance. Moonlight was launched in 2023. The nose behind this fragrance is Ibrahim Al Zoabi. Top notes are Plum and Mandarin Orange; middle notes are Fruity Notes, Chocolate, Clove Leaf and Peach; base notes are Cedarwood, Amber, White Chocolate, Vanilla, Tobacco, Musk and Honey.","A calm evening by a lake, surrounded by the stars and the natural moonshine. It is the perfect scene to experience MoonLight. 

MoonLight is the perfect companion for an evening full of moonshine. With its soft and attractive tones, you will feel so relaxed, ready to enjoy the night and attract all the attention you deserve.

So if you want to experience an evening of mystery and softness, surrounded by a fragrance that captures your soul, then the MoonLight is just what you need. A fragrance that creates a memorable experience and leaves an unforgettable impression on everyone who crosses your path.","Plum, Mandarin Orange","Fruity Notes, Chocolate, Clove Leaf, Peach","Cedarwood, Amber, White Chocolate, Vanilla, Tobacco, Musk, Honey",100,28.5714,10.7143,10.7143,3.57143,100,46.1538,33.3333,94.8718,66.6667,92.3077,,
Ajayeb Dubai Portrait Lattafa Perfumes,women and men,"fruity (100%), tropical (83.3657%), sweet (71.0579%), citrus (69.423%), floral (62.4521%), woody (60.8173%), oud (56.9233%), powdery (56.3461%), musky (52.5963%), terpenic (47.5913%)","Ajayeb Dubai Portrait by Lattafa Perfumes is a fragrance for women and men. This is a new fragrance. Ajayeb Dubai Portrait was launched in 2023. Top notes are Orange and Lemon; middle notes are Mango, Osmanthus and Jasmine; base notes are Oud, Sandalwood, Musk and Amber.","AJAYEB DUBAI GOLD embodies Dubai's sunny, bright, and warm spirit. It is a sensory journey that transports you to the dazzling cityscape, where architectural wonders unfold against the backdrop of a vibrant sunrise.
Notes
Top : Orange, Lemon
Heart: Jasmine, Mango, Osmanthus
Base : Amber, Sandalwood, Musk, Oud","Orange, Lemon","Mango, Osmanthus, Jasmine","Oud, Sandalwood, Musk, Amber",100,73.7589,34.7518,20.5674,11.3475,30.0613,86.5031,100,63.8037,96.319,41.7178,,
Lucky Candy Montale,women and men,"floral (100%), citrus (97.6864%), sweet (85.8244%), tropical (75.8059%), powdery (64.6256%), lactonic (55.8982%), fresh spicy (55.098%), vanilla (54.6331%), musky (53.7551%), honey (53.2387%)","Lucky Candy by Montale is a fragrance for women and men. This is a new fragrance. Lucky Candy was launched in 2023. The nose behind this fragrance is Pierre Montale. Top notes are Bergamot, Honey and Cacao; middle notes are Frangipani, Marshmallow, Neroli, Coconut and Lily of the Valley; base notes are Musk, Vanilla, Toffee and Amber.","Wearing Lucky candy is like drawing a tarot card that continually unveils a delicious surprise. When the marshmallow pops up, you know you?ôre in for a treat .. your wheel of fortune has appeared. Bergamot and honey commence this sweet celebration, joined by a dollop of coconut cream. Then, it enters the frangipani flower, which raises this scent to another level of delectation. Follow this with a creamy caramel wave of amber and musk kissed by vanilla and sweet toffee. Say hello to your new lucky charm.
TOP NOTES
Roasted Mexican Cocoa Bean, Bergamot Zest, Sweet Honey.
HEART NOTES
Marshmallow & Neroli, Lily of the Valley, Mexican Coconut Cream, Frangipani Flower.
BASE NOTES
Vanilla Pods from Reunion Island, Sweet Toffee, Dry Amber, Fluffy Musk.
Available as 100ml Eau de Parfum.","Bergamot, Honey, Cacao","Frangipani, Marshmallow, Neroli, Coconut, Lily of the Valley","Musk, Vanilla, Toffee, Amber",100,86.3636,57.5758,27.2727,24.2424,34.2466,100,90.411,53.4247,97.2603,35.6164,,
Creme De Pistache Sphinx Fragrances,women and men,"sweet (100%), vanilla (83.2662%), fruity (65.8792%), nutty (63.3667%), musky (62.1609%), lactonic (60.9546%), cinnamon (59.1459%), powdery (58.2913%), almond (58.0401%), warm spicy (55.1256%)","Creme De Pistache by Sphinx Fragrances is a Amber Vanilla fragrance for women and men. This is a new fragrance. Creme De Pistache was launched in 2023. Top notes are Pistachio, Madagascar Vanilla, Almond, Ice cream, Whipped Cream and Milk; middle notes are Fruits, Rice, Sicilian Lemon and Cherry; base notes are White Musk, Cinnamon, Amber and Rum.","""Creme De Pistache is just what you need to smell good and feel sexy. When you wear our Creme De Pistache, you?ôll be transported to an indulgent world of the yummiest, nuttiest, most mouth-watering fragrance you?ôve ever experienced. It?ôs like a cocktail on your skin that you won?ôt want to wash off.
Creme De Pistache begins with the decadent nuttiness of hazelnut before the beautiful scent of pistachio bursts onto the scene, blended with rum for an indulgent aroma combination. In the heart of the fragrance, delicate floral notes emerge, including jasmine and white peony, adding to the fragrance's sensual blend. Finally, at the base, luxurious woods add a provocative and sensual element that leaves a sweet impression.""","Pistachio, Madagascar Vanilla, Almond, Ice cream, Whipped Cream, Milk","Fruits, Rice, Sicilian Lemon, Cherry","White Musk, Cinnamon, Amber, Rum",0,0,0,0,0,0,0,0,0,0,0,,
Latte di Cherry New Notes,women and men,"sweet (100%), fruity (80.795%), cherry (75.627%), vanilla (68.3408%), almond (68.038%), nutty (60.1229%), warm spicy (57.9346%), woody (57.8417%), powdery (57.5157%), amber (55.8396%)","Latte di Cherry by New Notes is a fragrance for women and men. This is a new fragrance. Latte di Cherry was launched in 2023. Top notes are Cherry, Almond, Red Berries and Sweet Orange; middle notes are Spices, Jasmine, Ylang-Ylang and Turkish Rose; base notes are Tonka Bean, Vanilla, Sandalwood, Musk, Amber and Vetiver.","A fruity and velvety cocktail that carries us off into the euphoric mood of an unforgettable evening.
A delicious concentration of joie de vivre to sip with the sense of smell.concentrato di joie de vivre da sorseggiare con l?ôolfatto.
TOP NOTES: CHERRY, RED BERRIES, SWEET ORANGE, ALMOND
HEART NOTES: JASMINE, TURKISH ROSE, YLANG YLANG, HOT SPICES
BASE NOTES: VANILLA, TONKA BEAN, VETIVER, SANDALWOOD, AMBER, MUSK","Cherry, Almond, Red Berries, Sweet Orange","Spices, Jasmine, Ylang-Ylang, Turkish Rose","Tonka Bean, Vanilla, Sandalwood, Musk, Amber, Vetiver",84.7222,100,37.5,52.7778,15.2778,77.4648,67.6056,30.9859,100,67.6056,73.2394,,
Sous Le Pont Mirabeau Etat Libre d'Orange,women and men,"woody (100%), aromatic (88.4877%), marine (85.1219%), powdery (80.2928%), green (68.5852%), ozonic (66.0972%), fresh (59.7562%), musky (57.3659%), citrus (56.195%), violet (52.4391%)","Sous Le Pont Mirabeau by Etat Libre d'Orange is a Aromatic Aquatic fragrance for women and men. This is a new fragrance. Sous Le Pont Mirabeau was launched in 2023. Top notes are Fig Leaf, Bergamot, Pink Pepper and elemi; middle notes are Sea Notes, Ozonic notes, Violet and Olibanum; base notes are Sandalwood, Musk, Cedar, Orcanox??and Vanilla.",Not Found,"Fig Leaf, Bergamot, Pink Pepper, elemi","Sea Notes, Ozonic notes, Violet, Olibanum","Sandalwood, Musk, Cedar, Orcanox?? Vanilla",59.375,100,64.0625,40.625,7.03125,9.39597,77.1812,100,22.8188,79.1946,16.1074,,
Eilish No.3 Billie Eilish,women and men,"woody (100%), musky (83.6805%), fresh spicy (73.1598%), soft spicy (68.2965%), aromatic (67.7821%), amber (66.0052%), powdery (59.4822%), conifer (57.5181%), citrus (57.1211%), fresh (56.3727%)","Eilish No.3 by Billie Eilish is a Amber Woody fragrance for women and men. This is a new fragrance. Eilish No.3 was launched in 2023. The nose behind this fragrance is Linda Chinery. Top notes are Pink Pepper, Grapefruit and Jasmine; middle notes are Fir, Saffron and Cedar; base notes are Musk, Amber and Oakmoss.","""Eilish No. 3 is a tantalizing fragrance that opens with a blend of grapefruit, pink peppercorn, and jasmine. It unfolds into spicy hints of saffron, fresh fir needle, and creamy cedar. At the base, velvety notes of amber and earthy oakmoss intertwine in perfect harmony. As a whisper of skin musk emerges, it leaves an unforgettable impression.""
Available in 100ml Eau de Parfum.","Pink Pepper, Grapefruit, Jasmine","Fir, Saffron, Cedar","Musk, Amber, Oakmoss",100,86.7347,29.5918,19.3878,39.7959,100,42.2414,25,93.1034,73.2759,73.2759,,
Happy Dust Narcotica,women and men,"vanilla (100%), sweet (95.262%), powdery (83.2569%), amber (73.0689%), woody (62.4885%), tropical (60.2798%), aromatic (55.2928%), balsamic (54.9542%), fruity (54.2238%), green (51.2138%)","Happy Dust by Narcotica is a Amber Vanilla fragrance for women and men. This is a new fragrance. Happy Dust was launched in 2023. The nose behind this fragrance is Claude Dir. Top notes are Bourbon Vanilla, Mango, Coconut Water and Mate; middle notes are Vanilla, Matcha Tea, Brown sugar, Amber and Star Jasmine; base notes are Vanilla, Tonka, Sandalwood, White Musk and Peru Balsam.",Not Found,"Bourbon Vanilla, Mango, Coconut Water, Mate","Vanilla, Matcha Tea, Brown sugar, Amber, Star Jasmine","Vanilla, Tonka, Sandalwood, White Musk, Peru Balsam",100,44.8,13.6,12,4,86.1702,95.7447,79.7872,89.3617,100,81.9149,,
